,user,item,cluster,Recommendations,Number of Recommendations
1301,1355756,TA0105EN,16,"['ML0101ENv3', 'ML0115EN', 'CC0101EN', 'CC0201EN', 'CO0201EN', 'DA0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'DS0103EN', 'DS0105EN', 'RP0101EN', 'BD0115EN', 'BD0131EN', 'BD0141EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'RP0101EN']",20
1302,1355756,CO0101EN,16,"['ML0101ENv3', 'ML0115EN', 'CC0101EN', 'CC0201EN', 'CO0201EN', 'DA0101EN', 'DS0103EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'DS0103EN', 'DS0105EN', 'RP0101EN', 'BD0115EN', 'BD0131EN', 'BD0141EN', 'DS0103EN', 'DS0105EN', 'ML0115EN', 'RP0101EN']",20
1303,1215047,SC0101EN,19,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'PY0101EN', 'DA0101EN', 'DS0103EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'PY0101EN', 'BD0111EN', 'DS0103EN', 'PY0101EN', 'CB0103EN', 'PY0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0111EN', 'BD0115EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'CB0103EN', 'DS0103EN', 'ML0115EN', 'PY0101EN']",32
1304,1215047,CNSC02EN,19,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'PY0101EN', 'DA0101EN', 'DS0103EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'PY0101EN', 'BD0111EN', 'DS0103EN', 'PY0101EN', 'CB0103EN', 'PY0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0111EN', 'BD0115EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'CB0103EN', 'DS0103EN', 'ML0115EN', 'PY0101EN']",32
1305,1215047,BD0101EN,19,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'PY0101EN', 'DA0101EN', 'DS0103EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'PY0101EN', 'BD0111EN', 'DS0103EN', 'PY0101EN', 'CB0103EN', 'PY0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0111EN', 'BD0115EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'CB0103EN', 'DS0103EN', 'ML0115EN', 'PY0101EN']",32
1306,1215047,ML0151EN,19,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'PY0101EN', 'DA0101EN', 'DS0103EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'PY0101EN', 'BD0111EN', 'DS0103EN', 'PY0101EN', 'CB0103EN', 'PY0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0111EN', 'BD0115EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'CB0103EN', 'DS0103EN', 'ML0115EN', 'PY0101EN']",32
1307,1215047,RP0101EN,19,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'PY0101EN', 'DA0101EN', 'DS0103EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'PY0101EN', 'BD0111EN', 'DS0103EN', 'PY0101EN', 'CB0103EN', 'PY0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0111EN', 'BD0115EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'CB0103EN', 'DS0103EN', 'ML0115EN', 'PY0101EN']",32
1308,1215047,DS0105EN,19,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'PY0101EN', 'DA0101EN', 'DS0103EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'PY0101EN', 'BD0111EN', 'DS0103EN', 'PY0101EN', 'CB0103EN', 'PY0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0111EN', 'BD0115EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'CB0103EN', 'DS0103EN', 'ML0115EN', 'PY0101EN']",32
1309,1215047,BD0131EN,19,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'PY0101EN', 'DA0101EN', 'DS0103EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'PY0101EN', 'BD0111EN', 'DS0103EN', 'PY0101EN', 'CB0103EN', 'PY0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0111EN', 'BD0115EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'CB0103EN', 'DS0103EN', 'ML0115EN', 'PY0101EN']",32
1310,1215047,ST0101EN,19,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'PY0101EN', 'DA0101EN', 'DS0103EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'PY0101EN', 'BD0111EN', 'DS0103EN', 'PY0101EN', 'CB0103EN', 'PY0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0111EN', 'BD0115EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'CB0103EN', 'DS0103EN', 'ML0115EN', 'PY0101EN']",32
1311,1215047,DS0101EN,19,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'PY0101EN', 'DA0101EN', 'DS0103EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'PY0101EN', 'BD0111EN', 'DS0103EN', 'PY0101EN', 'CB0103EN', 'PY0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0111EN', 'BD0115EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'CB0103EN', 'DS0103EN', 'ML0115EN', 'PY0101EN']",32
1312,1313360,BD0101EN,17,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'PY0101EN', 'DA0101EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'PY0101EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0131EN', 'CB0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",28
1313,1313360,DS0101EN,17,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'PY0101EN', 'DA0101EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'PY0101EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0131EN', 'CB0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",28
1314,1313360,BD0211EN,17,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'PY0101EN', 'DA0101EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'PY0101EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0131EN', 'CB0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",28
1315,1313360,BD0141EN,17,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'PY0101EN', 'DA0101EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'PY0101EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0131EN', 'CB0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",28
1316,1313360,BD0111EN,17,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'PY0101EN', 'DA0101EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'PY0101EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0131EN', 'CB0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",28
1317,1313360,DS0103EN,17,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'PY0101EN', 'DA0101EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'PY0101EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0131EN', 'CB0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",28
1318,1313360,BD0115EN,17,"['ML0101ENv3', 'ML0115EN', 'PY0101EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'PY0101EN', 'DA0101EN', 'DS0105EN', 'DV0101EN', 'ML0101ENv3', 'PY0101EN', 'PY0101EN', 'DS0105EN', 'PY0101EN', 'CB0103EN', 'PY0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'CB0103EN', 'BD0131EN', 'CB0103EN', 'DS0105EN', 'ML0115EN', 'PY0101EN', 'RP0101EN']",28
1319,952216,ML0109EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1320,952216,DV0101EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1321,952216,PY0101EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1322,952216,ML0101EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1323,952216,BC0101EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1324,952216,DB0101EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1325,952216,BD0211EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1326,952216,SC0101EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1327,952216,ML0115EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1328,952216,RP0101EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1329,952216,DV0151EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1330,952216,ST0101EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1331,952216,DS0105EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1332,952216,DS0101EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1333,952216,WA0101EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1334,952216,CB0103EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1335,952216,PA0101EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1336,952216,DJ0101EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1337,952216,BD0101EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1338,952216,RP0103EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1339,952216,DA0101EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1340,952216,BD0111EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1341,952216,LB0101ENv1,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1342,952216,DS0103EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1343,952216,ML0120EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1344,952216,DS0321EN,7,"['ML0101ENv3', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'ML0101ENv3', 'BD0115EN', 'BD0131EN', 'BD0141EN']",9
1345,1458003,ML0101ENv3,7,"['BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0111EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'RP0101EN']",22
1346,1458003,DS0301EN,7,"['BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0111EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'RP0101EN']",22
1347,1458003,DA0101EN,7,"['BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0111EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'RP0101EN']",22
1348,1458003,TA0105EN,7,"['BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0111EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'RP0101EN']",22
1349,1458003,DS0105EN,7,"['BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0111EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'RP0101EN']",22
1350,1458003,DW0101EN,7,"['BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0111EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'RP0101EN']",22
1351,1458003,DV0101EN,7,"['BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0111EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'RP0101EN']",22
1352,1458003,CP0101EN,7,"['BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0111EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'RP0101EN']",22
1353,1458003,BD0145EN,7,"['BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0111EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'RP0101EN']",22
1354,1458003,PA0101EN,7,"['BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0111EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'RP0101EN']",22
1355,1458003,BD0115EN,7,"['BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0111EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'RP0101EN']",22
1356,1458003,CB0103EN,7,"['BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0111EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'RP0101EN']",22
1357,1458003,ML0111EN,7,"['BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0111EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'RP0101EN']",22
1358,1458003,BD0143EN,7,"['BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0111EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'RP0101EN']",22
1359,1458003,ML0115EN,7,"['BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0111EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'RP0101EN']",22
1360,1458003,BD0123EN,7,"['BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0111EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'RP0101EN']",22
1361,1458003,PY0101EN,7,"['BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0111EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'RP0101EN']",22
1362,1458003,BD0101EN,7,"['BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0111EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'RP0101EN']",22
1363,1458003,ML0103EN,7,"['BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0111EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'RP0101EN']",22
1364,1458003,BD0131EN,7,"['BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0111EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'RP0101EN']",22
1365,1458003,ML0120ENv2,7,"['BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'CO0201EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'DS0101EN', 'RP0101EN', 'BC0101EN', 'BC0101EN', 'BD0111EN', 'BD0141EN', 'BD0211EN', 'BD0111EN', 'DS0101EN', 'DS0103EN', 'RP0101EN']",22
1366,627837,DV0101EN,6,"['ML0101ENv3', 'ML0115EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'DS0103EN', 'DS0105EN', 'ML0101ENv3', 'DS0103EN', 'DS0105EN', 'BC0101EN', 'BC0101EN', 'BD0115EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'DS0103EN', 'DS0105EN', 'ML0115EN']",20
1367,627837,DS0101EN,6,"['ML0101ENv3', 'ML0115EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'DS0103EN', 'DS0105EN', 'ML0101ENv3', 'DS0103EN', 'DS0105EN', 'BC0101EN', 'BC0101EN', 'BD0115EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'DS0103EN', 'DS0105EN', 'ML0115EN']",20
1368,627837,DA0101EN,6,"['ML0101ENv3', 'ML0115EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'DS0103EN', 'DS0105EN', 'ML0101ENv3', 'DS0103EN', 'DS0105EN', 'BC0101EN', 'BC0101EN', 'BD0115EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'DS0103EN', 'DS0105EN', 'ML0115EN']",20
1369,627837,PY0101EN,6,"['ML0101ENv3', 'ML0115EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'DS0103EN', 'DS0105EN', 'ML0101ENv3', 'DS0103EN', 'DS0105EN', 'BC0101EN', 'BC0101EN', 'BD0115EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'DS0103EN', 'DS0105EN', 'ML0115EN']",20
1370,627837,BD0101EN,6,"['ML0101ENv3', 'ML0115EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'DS0103EN', 'DS0105EN', 'ML0101ENv3', 'DS0103EN', 'DS0105EN', 'BC0101EN', 'BC0101EN', 'BD0115EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'DS0103EN', 'DS0105EN', 'ML0115EN']",20
1371,627837,RP0101EN,6,"['ML0101ENv3', 'ML0115EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'DS0103EN', 'DS0105EN', 'ML0101ENv3', 'DS0103EN', 'DS0105EN', 'BC0101EN', 'BC0101EN', 'BD0115EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'DS0103EN', 'DS0105EN', 'ML0115EN']",20
1372,627837,BD0111EN,6,"['ML0101ENv3', 'ML0115EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'DS0103EN', 'DS0105EN', 'ML0101ENv3', 'DS0103EN', 'DS0105EN', 'BC0101EN', 'BC0101EN', 'BD0115EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'DS0103EN', 'DS0105EN', 'ML0115EN']",20
1373,1736248,DA0101EN,6,"['ML0115EN', 'BC0101EN', 'CC0101EN', 'CC0201EN', 'CO0101EN', 'DS0103EN', 'DS0103EN', 'BC0101EN', 'BC0101EN', 'BD0115EN', 'BD0131EN', 'BD0141EN', 'BD0211EN', 'DS0103EN', 'ML0115EN']",15
